text,processed_text,target
my paycheck was nothing but a piece of paper,my paycheck was nothing but a piece of paper,neutral
poor,poor,negative
just the dinner,just the dinner,neutral
nice,nice,positive
still sick,still sick,negative
sorr,sorr,negative
sorry,sorry,negative
you will never be the same,you will never be the same,neutral
not having a good day,not having a good day,negative
thank,thank,positive
much better to me,much better to me,positive
i want to go,i want to go,neutral
a lovely,a lovely,positive
salute,salute,positive
the movie on the plane is mall but i saw it with the nephews already,the movie on the plane is mall but i saw it with the nephews already,neutral
my dad worked for sw when i graduated hs worked at hou years he retired years before i joined the compan,my dad worked for sw when i graduated hs worked at hou years he retired years before i joined the compan,neutral
you were interested,you were interested,positive
,,negative
the there s confuse me,the there s confuse me,negative
i miss my husband,i miss my husband,negative
you are welcome sweet dreams,you are welcome sweet dreams,positive
be cute to do a little picture,be cute to do a little picture,positive
hey happy mothers day to your mom,hey happy mothers day to your mom,positive
i hate crowds,i hate crowds,negative
has got the slow cooker going now just to get ready for work,has got the slow cooker going now just to get ready for work,neutral
i sing everytime,i sing everytime,neutral
i love him,i love him,positive
aw i m going to miss my old username nick jonas shontelle layne and sean kingston replied to my old username i m going to start all over,aw i m going to miss my old username nick jonas shontelle layne and sean kingston replied to my old username i m going to start all over,neutral
too much sulking over being single going on tonight on tumblr grusome i am here to save the day,too much sulking over being single going on tonight on tumblr grusome i am here to save the day,neutral
yea running on hours let us do this test,yea running on hours let us do this test,neutral
good,good,positive
just read it too i meant the toys though,just read it too i meant the toys though,neutral
e funny,e funny,positive
sorry,sorry,negative
sad,sad,negative
worried,worried,negative
monday morning lots to go out just waiting for a mate to add a style to my table and i am set,monday morning lots to go out just waiting for a mate to add a style to my table and i am set,neutral
crazy party nite thanks driving me home,crazy party nite thanks driving me home,positive
i was invited to one on the beach but it was too short notice i mean why the hell tell you hrs before really,i was invited to one on the beach but it was too short notice i mean why the hell tell you hrs before really,neutral
e fun,e fun,positive
oh man i would but i m fresh out,oh man i would but i m fresh out,neutral
cool beans,cool beans,positive
goood,goood,positive
it s driving you insane really it s sterling knight playing chad dylan cooper on sonny with a chance,it s driving you insane really it s sterling knight playing chad dylan cooper on sonny with a chance,neutral
i want a hug,i want a hug,neutral
is making me hot chocolate with almond milk mother day festivities is starting earl,is making me hot chocolate with almond milk mother day festivities is starting earl,neutral
happy mother s day,happy mother s day,positive
broke,broke,negative
sorry,sorry,negative
like spirits,like spirits,positive
happy mo,happy mo,positive
my brain does rock i am happy to share my knowledge with you carrie,my brain does rock i am happy to share my knowledge with you carrie,positive
i m scared,i m scared,negative
sorry,sorry,negative
is it ok to send iflowers to your mom for mother s day trough this iphone app,is it ok to send iflowers to your mom for mother s day trough this iphone app,neutral
do you remember them all do not take that as a challenge to,do you remember them all do not take that as a challenge to,neutral
short stack need to add some more short stack,short stack need to add some more short stack,neutral
dude there is no sun here,dude there is no sun here,neutral
there is always tomor,there is always tomor,positive
i don t know what does it take to butter you up actual butter xoxo,i don t know what does it take to butter you up actual butter xoxo,neutral
i don t want to get fat,i don t want to get fat,negative
i am down i need my snuggles but he is at work and he don t like to snuggle ironic huh,i am down i need my snuggles but he is at work and he don t like to snuggle ironic huh,neutral
still bad though,still bad though,negative
had a nice visit,had a nice visit,positive
i m so pumped for the day,i m so pumped for the day,neutral
doing accounts revision boo,doing accounts revision boo,neutral
i love strawberries,i love strawberries,positive
excited,excited,positive
i feel like right now and i have one more month of school left fml hard,i feel like right now and i have one more month of school left fml hard,negative
yeahhh you was not thereeeeeeeeeee,yeahhh you was not thereeeeeeeeeee,neutral
